endpoint,name,output_type,resolutions,duration_options,supports_768p,supports_2k,single_prompt_2k,historical_price,dated_page_evidence,verification
mureka-ai/mureka-v8/generate-bgm,Mureka-v8 伴奏生成,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""n""],""rules"":[{""when"":{""n"":""""},""price"":0.28}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/mureka-v7.6/extend-song,mureka-v7.6 短歌延长,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.245,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/mureka-v8/extend-song,Mureka-v8 短歌延长,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.63,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/vocal-clone,Mureka 人声克隆,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":31.5,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/generate-lyrics,Mureka 歌词生成,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.06,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/mureka-v9/generate-bgm,Mureka-v9 伴奏生成,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""n""],""rules"":[{""when"":{""n"":""""},""price"":0.28}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
pixverse-v6/effects,PixVerse V6 特效,video,,,False,False,excluded_no_2k,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
luma/uni-1/text-to-image,Luma uni-1 文生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.35,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
luma/uni-1/image-to-image,Luma uni-1 图生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.59,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
luma/uni-1/image-edit,Luma uni-1 图像编辑,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.38,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
luma/uni-1-max/text-to-image,Luma uni-1-max 文生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.88,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
luma/uni-1-max/image-to-image,Luma uni-1-max 图生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":1.11,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
luma/uni-1-max/image-edit,Luma uni-1-max 图像编辑,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.9,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/wan-2.7-spicy/image-to-video,万相2.7-spicy-图生视频,video,720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.4},{""when"":{""resolution"":""720p""},""price"":0.91}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/stem-song,mureka-ai 音轨分离,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""model""],""rules"":[{""when"":{""model"":""audio-separation-1""},""price"":0.408},{""when"":{""model"":""audio-separation-2""},""price"":4.762}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/recognize-song,mureka-ai 歌曲识别,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.068,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/describe-song,mureka-ai 歌曲理解,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.68,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
mureka-ai/extend-lyrics,mureka-ai 歌词延长,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.014,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
volc-drama/video-translate,火山短剧-视频翻译,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.0,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video-g-official/image-to-video-v1.5,全能视频X-图生视频-官方稳定版-v1.5,video,480p|720p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""480p""},""price"":0.56},{""when"":{""resolution"":""720p""},""price"":0.95}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
vidu/reference-to-video-q3-ad,Vidu-参考生视频-q3-ad,video,720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.74},{""when"":{""resolution"":""720p""},""price"":0.61}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
volc-drama/serial-video-translate,火山短剧-多集视频翻译,video,,,False,False,excluded_no_2k,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
vidu/short-play-q3-drama,Vidu Q3 Drama 短剧成片,string,1080p,0|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30,False,False,not_video,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
minimax/music-2.6,MiniMax Music 2.6,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.8,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
minimax/music-cover,MiniMax Music 翻唱,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.8,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
minimax/music-cover-preprocess,MiniMax Music 翻唱前处理,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.8,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0/multimodal-video-star,周星驰版权IP视频生成 (Seedance 2.0),video,480p|720p|1080p|native1080p|2k|4k,-1|4|5|6|7|8|9|10|11|12|13|14|15,False,True,template,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
rhart-video/sparkvideo-2.0/multimodal-video-star-fast,周星驰版权IP视频生成-极速版 (Seedance 2.0 Fast),video,480p|720p|1080p|2k|4k,-1|4|5|6|7|8|9|10|11|12|13|14|15,False,True,template,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
alibaba/happyhorse-1.1/text-to-video,happyhorse-1.1/text-to-video,video,720p|1080p,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.92},{""when"":{""resolution"":""720p""},""price"":0.69}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/happyhorse-1.1/image-to-video,happyhorse-1.1/image-to-video,video,720p|1080p,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.92},{""when"":{""resolution"":""720p""},""price"":0.69}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/happyhorse-1.1/reference-to-video,happyhorse-1.1/reference-to-video,video,720p|1080p,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.92},{""when"":{""resolution"":""720p""},""price"":0.69}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0-mini/text-to-video,seedance2.0-Mini/文生视频,video,480p|720p|1080p|2k|4k,-1|4|5|6|7|8|9|10|11|12|13|14|15,False,True,direct_text,"{""currency"":""CNY"",""unit"":""/second"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.88},{""when"":{""resolution"":""2k""},""price"":1.02},{""when"":{""resolution"":""480p""},""price"":0.3},{""when"":{""resolution"":""4k""},""price"":1.23},{""when"":{""resolution"":""720p""},""price"":0.6}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0-mini/image-to-video,seedance2.0-Mini/图生视频,video,480p|720p|1080p|2k|4k,-1|4|5|6|7|8|9|10|11|12|13|14|15,False,True,required_media,"{""currency"":""CNY"",""unit"":""/second"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.88},{""when"":{""resolution"":""2k""},""price"":1.02},{""when"":{""resolution"":""480p""},""price"":0.3},{""when"":{""resolution"":""4k""},""price"":1.23},{""when"":{""resolution"":""720p""},""price"":0.6}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0-mini/multimodal-video,seedance2.0-Mini/多模态视频,video,480p|720p|1080p|2k|4k,-1|4|5|6|7|8|9|10|11|12|13|14|15,False,True,optional_media,"{""currency"":""CNY"",""unit"":""/second"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.88},{""when"":{""resolution"":""2k""},""price"":1.02},{""when"":{""resolution"":""480p""},""price"":0.3},{""when"":{""resolution"":""4k""},""price"":1.23},{""when"":{""resolution"":""720p""},""price"":0.6}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v3-turbo-std/text-to-video,可灵文生视频v3-turbo-std,video,,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.78,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v3-turbo-pro/text-to-video,可灵文生视频v3-turbo-pro,video,,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
kling-v3-turbo-std/image-to-video,可灵图生视频v3-turbo-std,video,,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
kling-v3-turbo-pro/image-to-video,可灵图生视频v3-turbo-pro,video,,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
vidu/reference-to-video-q3-drama,Vidu-参考生视频-q3-drama,video,1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.69}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
vidu/short-play-q3-ad,Vidu Q3 Ad 短剧成片,string,1080p,,False,False,not_video,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
rhart-image-n-g31-flash-lite/text-to-image,全能图片V2-lite-文生图-低价渠道版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.07,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-n-g31-flash-lite/image-to-image,全能图片V2-lite-图生图-低价渠道版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.07,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-n-g31-flash-lite-official/text-to-image,全能图片V2-lite-文生图-官方稳定版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.22,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-n-g31-flash-lite-official/image-to-image,全能图片V2-lite-图生图-官方稳定版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.22,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v2.6-std/image-to-video,可灵图生视频2.6-标准版,video,,5|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""duration""],""rules"":[{""when"":{""duration"":""10""},""price"":2.1},{""when"":{""duration"":""5""},""price"":1.05}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v2.6-std/text-to-video,可灵文生视频2.6-标准版,video,,5|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""duration""],""rules"":[{""when"":{""duration"":""10""},""price"":2.1},{""when"":{""duration"":""5""},""price"":1.05}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
bytedance/doubao-seed-audio-1.0,Doubao-音频生成-1.0,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/second"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.004,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
bytedance/doubao-seed-tts-2.0,Doubao-语音合成-2.0,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/1000char"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.24,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
youchuan/text-to-image-v82,悠船文生图-v8.2预览版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""hd""],""rules"":[{""when"":{""hd"":""false""},""price"":0.54},{""when"":{""hd"":""true""},""price"":0.81}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
seedream-v5-pro/text-to-image,seedream-v5-pro-文生图,image,empty|1k|2k,,False,True,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""unparsed"",""depends_on"":null,""rules"":null,""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
seedream-v5-pro/image-to-image,seedream-v5-pro-图生图,image,empty|1k|2k,,False,True,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""unparsed"",""depends_on"":null,""rules"":null,""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
minimax/hailuo-h3/multimodal-to-video,MiniMax-H3 多模态参考生视频,video,2K|768P,5|6|7|8|9|10|11|12|13|14|15,True,True,optional_media,"{""status"":""no_public_price"",""note"":""官方公开定价文件无此端点条目""}",[],schema_verified
