endpoint,sku_id,name,category,output_type,resolutions,explicit_2k,classification,presence,upstream_updated_at,retrieved_at,source_url
minimax/hailuo-h3/text-to-video,2133100000000504202,MiniMax-H3 文生视频,text-to-video,video,2K|768P,True,direct_text,in_both,2026-08-27 15:01:49,2026-09-21T07:32:49.123830+00:00,https://www.runninghub.cn/call-api/api-detail/2133100000000504202
minimax/music-2.6,2054086928526929923,MiniMax Music 2.6,text-to-audio,other,,False,not_video,in_both,2026-06-15 11:14:56,2026-09-21T07:32:36.788298+00:00,https://www.runninghub.cn/call-api/api-detail/2054086928526929923
minimax/music-cover,2054086928526929924,MiniMax Music 翻唱,text-to-audio,other,,False,not_video,in_both,2026-06-12 18:13:40,2026-09-21T07:32:36.942879+00:00,https://www.runninghub.cn/call-api/api-detail/2054086928526929924
minimax/music-cover-preprocess,2064615278630940674,MiniMax Music 翻唱前处理,text-to-audio,other,,False,not_video,in_both,2026-06-12 19:16:05,2026-09-21T07:32:39.010026+00:00,https://www.runninghub.cn/call-api/api-detail/2064615278630940674
mureka-ai/files-upload,2052288678866534404,Mureka 文件上传,upload-file,other,,False,not_video,in_both,2026-08-07 23:05:13,2026-09-21T07:32:34.168279+00:00,https://www.runninghub.cn/call-api/api-detail/2052288678866534404
mureka-ai/generate-lyrics,2052634166820159501,Mureka 歌词生成,text-to-lyrics,other,,False,not_video,in_both,2026-08-07 22:45:01,2026-09-21T07:32:36.381197+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159501
mureka-ai/mureka-o2/generate-song,2052634166820159492,Mureka-o2 歌曲生成,text-to-music,other,,False,not_video,in_both,2026-08-07 23:09:51,2026-09-21T07:32:34.219972+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159492
mureka-ai/mureka-v7.6/extend-song,2052634166820159498,mureka-v7.6 短歌延长,audio-to-audio,other,,False,not_video,in_both,2026-08-07 23:15:03,2026-09-21T07:32:35.322155+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159498
mureka-ai/mureka-v7.6/generate-bgm,2052634166820159495,Mureka-v7.6 伴奏生成,text-to-audio,other,,False,not_video,in_both,2026-08-07 23:12:55,2026-09-21T07:32:34.783803+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159495
mureka-ai/mureka-v7.6/generate-song,2052634166820159491,Mureka-v7.6 歌曲生成,text-to-music,other,,False,not_video,in_both,2026-08-07 23:08:03,2026-09-21T07:32:33.648567+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159491
mureka-ai/mureka-v8/extend-song,2052634166820159499,Mureka-v8 短歌延长,audio-to-audio,other,,False,not_video,in_both,2026-08-07 23:15:40,2026-09-21T07:32:35.849186+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159499
mureka-ai/mureka-v8/generate-bgm,2052634166820159497,Mureka-v8 伴奏生成,text-to-audio,other,,False,not_video,in_both,2026-08-07 23:13:14,2026-09-21T07:32:36.195335+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159497
mureka-ai/mureka-v8/generate-song,2052634166820159493,Mureka-v8 歌曲生成,text-to-music,other,,False,not_video,in_both,2026-08-07 23:10:50,2026-09-21T07:32:34.397819+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159493
mureka-ai/mureka-v9/generate-bgm,2052742537170706434,Mureka-v9 伴奏生成,audio-to-audio,other,,False,not_video,in_both,2026-08-07 22:44:14,2026-09-21T07:32:36.785065+00:00,https://www.runninghub.cn/call-api/api-detail/2052742537170706434
mureka-ai/mureka-v9/generate-song,2052634166820159494,Mureka-v9 歌曲生成,text-to-music,other,,False,not_video,in_both,2026-08-07 23:11:43,2026-09-21T07:32:35.679224+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159494
mureka-ai/vocal-clone,2052634166820159500,Mureka 人声克隆,audio-to-audio,other,,False,not_video,in_both,2026-08-07 23:02:50,2026-09-21T07:32:36.233106+00:00,https://www.runninghub.cn/call-api/api-detail/2052634166820159500
pixverse-v6/extend,2041408069159936005,PixVerse V6 视频续写,video-tools,video,360p|540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-27 10:45:56,2026-09-21T07:32:28.023427+00:00,https://www.runninghub.cn/call-api/api-detail/2041408069159936005
pixverse-v6/image-to-video,2041408069159936003,PixVerse V6 图生视频,image-to-video,video,360p|540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-27 10:45:37,2026-09-21T07:32:27.457743+00:00,https://www.runninghub.cn/call-api/api-detail/2041408069159936003
pixverse-v6/text-to-video,2041408069159936002,PixVerse V6 文生视频,text-to-video,video,360p|540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-27 10:45:26,2026-09-21T07:32:26.851218+00:00,https://www.runninghub.cn/call-api/api-detail/2041408069159936002
pixverse-v6/transition,2041408069159936004,PixVerse V6 转场,video-tools,video,360p|540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-27 10:45:47,2026-09-21T07:32:27.699830+00:00,https://www.runninghub.cn/call-api/api-detail/2041408069159936004
rhart-audio/extract-background,2054377360666701825,分离音频-Other,video-to-audio,other,,False,not_video,not_in_retained_github_snapshot,2026-05-29 15:28:26,2026-09-21T07:32:37.368527+00:00,https://www.runninghub.cn/call-api/api-detail/2054377360666701825
rhart-audio/extract-vocal,2054375798917607425,分离音频-Vocals,video-to-audio,other,,False,not_video,not_in_retained_github_snapshot,2026-05-29 15:28:29,2026-09-21T07:32:37.309229+00:00,https://www.runninghub.cn/call-api/api-detail/2054375798917607425
rhart-audio/qwen3-tts/voice-design,2093170041255235585,Qwen3 TTS 声音设计,text-to-audio,other,,False,not_video,not_in_retained_github_snapshot,2026-08-28 15:09:22,2026-09-21T07:32:41.427292+00:00,https://www.runninghub.cn/call-api/api-detail/2093170041255235585
rhart-audio/source-separation,2048623940504719362,分离音频,video-to-audio,other,,False,not_video,not_in_retained_github_snapshot,2026-05-29 15:28:33,2026-09-21T07:32:30.818502+00:00,https://www.runninghub.cn/call-api/api-detail/2048623940504719362
rhart-audio/text-to-audio/music-2.5,2020818466334068738,minimax/music-2.5,text-to-audio,other,,False,not_video,in_both,2026-08-24 21:14:21,2026-09-21T07:32:09.139212+00:00,https://www.runninghub.cn/call-api/api-detail/2020818466334068738
rhart-audio/text-to-audio/speech-02-hd,2018994703099564034,minimax/speech-02-hd,text-to-audio,other,,False,not_video,in_both,2026-08-24 21:14:01,2026-09-21T07:32:03.309976+00:00,https://www.runninghub.cn/call-api/api-detail/2018994703099564034
rhart-audio/text-to-audio/speech-02-turbo,2018996840906952706,minimax/speech-02-turbo,text-to-audio,other,,False,not_video,in_both,2026-08-24 21:14:11,2026-09-21T07:32:03.789773+00:00,https://www.runninghub.cn/call-api/api-detail/2018996840906952706
rhart-audio/text-to-audio/speech-2.6-hd,2019020262185701377,minimax/speech-2.6-hd,text-to-audio,other,,False,not_video,in_both,2026-08-24 21:15:12,2026-09-21T07:32:03.873423+00:00,https://www.runninghub.cn/call-api/api-detail/2019020262185701377
rhart-audio/text-to-audio/speech-2.6-turbo,2019020691690819585,minimax/speech-2.6-turbo,text-to-audio,other,,False,not_video,in_both,2026-08-24 21:15:02,2026-09-21T07:32:05.127080+00:00,https://www.runninghub.cn/call-api/api-detail/2019020691690819585
rhart-audio/text-to-audio/speech-2.8-hd,2018969332367036417,minimax/speech-2.8-hd,text-to-audio,other,,False,not_video,in_both,2026-08-24 21:13:50,2026-09-21T07:32:04.114282+00:00,https://www.runninghub.cn/call-api/api-detail/2018969332367036417
rhart-audio/text-to-audio/speech-2.8-turbo,2019027887547813889,minimax/speech-2.8-turbo,text-to-audio,other,,False,not_video,in_both,2026-08-24 21:13:38,2026-09-21T07:32:04.423059+00:00,https://www.runninghub.cn/call-api/api-detail/2019027887547813889
rhart-audio/text-to-audio/voice-clone,2021514824548372482,minimax/voice-clone,text-to-audio,other,,False,not_video,in_both,2026-08-24 21:14:39,2026-09-21T07:32:09.380844+00:00,https://www.runninghub.cn/call-api/api-detail/2021514824548372482
rhart-image/qwen-image/edit-2511,2034512096265502721,qwen-image/edit-2511,image-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:16.596781+00:00,https://www.runninghub.cn/call-api/api-detail/2034512096265502721
rhart-image/qwen-image/edit-2511-lora,2034517545568174082,qwen-image/edit-2511-lora,image-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:16.670128+00:00,https://www.runninghub.cn/call-api/api-detail/2034517545568174082
rhart-image/qwen-image/text-to-image-2512,2030246740046987266,qwen-image/text-to-image-2512,text-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:13.042202+00:00,https://www.runninghub.cn/call-api/api-detail/2030246740046987266
rhart-image/qwen-image/text-to-image-2512-lora,2034442710603292673,qwen-image/text-to-image-2512-lora,text-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:16.145141+00:00,https://www.runninghub.cn/call-api/api-detail/2034442710603292673
rhart-image/z-image-turbo/image-to-image,2034531369067216897,z-image-turbo/image-to-image,image-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:17.209755+00:00,https://www.runninghub.cn/call-api/api-detail/2034531369067216897
rhart-image/z-image-turbo/image-to-image-lora,2034532017653415938,z-image-turbo/image-to-image-lora,image-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:17.248894+00:00,https://www.runninghub.cn/call-api/api-detail/2034532017653415938
rhart-image/z-image/turbo,2034529136204316673,z-image/turbo,text-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:16.697172+00:00,https://www.runninghub.cn/call-api/api-detail/2034529136204316673
rhart-image/z-image/turbo-lora,2034530934667345921,z-image/turbo-lora,text-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:17.133131+00:00,https://www.runninghub.cn/call-api/api-detail/2034530934667345921
rhart-video/minimax-h3-oss/fl2va,2088232181569818626,MiniMax H3 fl2va RH插件流 支持文生、图生、首尾帧,image-to-video,video,,False,excluded_no_2k,not_in_retained_github_snapshot,2026-09-05 00:22:15,2026-09-21T07:32:40.353276+00:00,https://www.runninghub.cn/call-api/api-detail/2088232181569818626
rhart-video/minimax-h3-oss/fl2va-advanced,2088237122984218625,MiniMax H3 ref2va RH插件流 支持多参,reference-to-video,video,,False,excluded_no_2k,not_in_retained_github_snapshot,2026-09-05 00:22:48,2026-09-21T07:32:40.678370+00:00,https://www.runninghub.cn/call-api/api-detail/2088237122984218625
rhart-video/sparkvideo-2.0-fast/image-to-video,2034917373414539276,seedance2.0-Fast/图生视频,image-to-video,video,480p|720p|1080p|2k|4k,True,required_media,in_both,2026-09-20 14:05:07,2026-09-21T07:32:19.775380+00:00,https://www.runninghub.cn/call-api/api-detail/2034917373414539276
rhart-video/sparkvideo-2.0-fast/multimodal-video,2034917373414539278,seedance2.0-Fast/多模态视频,reference-to-video,video,480p|720p|1080p|2k|4k,True,optional_media,in_both,2026-09-20 14:05:07,2026-09-21T07:32:20.969545+00:00,https://www.runninghub.cn/call-api/api-detail/2034917373414539278
rhart-video/sparkvideo-2.0-fast/text-to-video,2034917373414539274,seedance2.0-Fast/文生视频,text-to-video,video,480p|720p|1080p|2k|4k,True,direct_text,in_both,2026-09-20 14:05:07,2026-09-21T07:32:18.930400+00:00,https://www.runninghub.cn/call-api/api-detail/2034917373414539274
rhart-video/sparkvideo-2.0-mini/image-to-video,2133000000000504042,seedance2.0-Mini/图生视频,image-to-video,video,480p|720p|1080p|2k|4k,True,required_media,in_both,2026-09-20 14:05:07,2026-09-21T07:32:42.918586+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000504042
rhart-video/sparkvideo-2.0-mini/multimodal-video,2133000000000504043,seedance2.0-Mini/多模态视频,reference-to-video,video,480p|720p|1080p|2k|4k,True,optional_media,in_both,2026-09-20 14:05:07,2026-09-21T07:32:43.090794+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000504043
rhart-video/sparkvideo-2.0-mini/text-to-video,2133000000000504041,seedance2.0-Mini/文生视频,text-to-video,video,480p|720p|1080p|2k|4k,True,direct_text,in_both,2026-09-20 14:05:07,2026-09-21T07:32:44.302028+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000504041
rhart-video/sparkvideo-2.0/image-to-video,2034917373414539275,seedance2.0/图生视频,image-to-video,video,480p|720p|native1080p|native4k|1080p|2k|4k,True,required_media,in_both,2026-09-20 14:05:07,2026-09-21T07:32:20.065514+00:00,https://www.runninghub.cn/call-api/api-detail/2034917373414539275
rhart-video/sparkvideo-2.0/multimodal-video,2034917373414539277,seedance2.0/多模态视频,reference-to-video,video,480p|720p|native1080p|native4k|1080p|2k|4k,True,optional_media,in_both,2026-09-21 15:09:13,2026-09-21T07:32:20.663186+00:00,https://www.runninghub.cn/call-api/api-detail/2034917373414539277
rhart-video/sparkvideo-2.0/multimodal-video-star,2065339476332175362,周星驰版权IP视频生成 (Seedance 2.0),image-to-video,video,480p|720p|1080p|native1080p|2k|4k,True,template,in_both,2026-09-03 22:44:09,2026-09-21T07:32:39.301644+00:00,https://www.runninghub.cn/call-api/api-detail/2065339476332175362
rhart-video/sparkvideo-2.0/multimodal-video-star-fast,2065345589362483202,周星驰版权IP视频生成-极速版 (Seedance 2.0 Fast),image-to-video,video,480p|720p|1080p|2k|4k,True,template,in_both,2026-09-03 22:43:52,2026-09-21T07:32:39.485352+00:00,https://www.runninghub.cn/call-api/api-detail/2065345589362483202
rhart-video/sparkvideo-2.0/text-to-video,2034917373414539273,seedance2.0/文生视频,text-to-video,video,480p|720p|native1080p|native4k|1080p|2k|4k,True,direct_text,in_both,2026-09-20 14:05:07,2026-09-21T07:32:18.867201+00:00,https://www.runninghub.cn/call-api/api-detail/2034917373414539273
rhart-video/video-depth-converter,2095098134995800066,RH视频转深度视频,video-to-video,video,,False,excluded_no_2k,not_in_retained_github_snapshot,2026-09-05 22:55:26,2026-09-21T07:32:41.854089+00:00,https://www.runninghub.cn/call-api/api-detail/2095098134995800066
rhart-video/video-fps-increaser,2038503362263322628,RH视频帧率增强,video-tools,video,,False,excluded_no_2k,in_both,2026-08-06 18:31:21,2026-09-21T07:32:24.150299+00:00,https://www.runninghub.cn/call-api/api-detail/2038503362263322628
rhart-video/video-upscaler,2038503362263322627,RH视频超分,video-tools,video,720p|1080p|2k|4k,True,upscaler,in_both,2026-08-06 18:31:20,2026-09-21T07:32:21.458615+00:00,https://www.runninghub.cn/call-api/api-detail/2038503362263322627
rhart-video/wan-2.2/image-to-image,2034549626436321281,wan-2.2/image-to-image,image-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:17.741531+00:00,https://www.runninghub.cn/call-api/api-detail/2034549626436321281
rhart-video/wan-2.2/image-to-video,2034555537645109250,万相2.2-图生视频,image-to-video,video,,False,excluded_no_2k,not_in_retained_github_snapshot,2026-06-18 16:38:18,2026-09-21T07:32:17.804679+00:00,https://www.runninghub.cn/call-api/api-detail/2034555537645109250
rhart-video/wan-2.2/start-to-end,2030226215631405057,万相2.2-首尾帧生视频,image-to-video,video,,False,excluded_no_2k,not_in_retained_github_snapshot,2026-07-07 21:46:30,2026-09-21T07:32:12.904688+00:00,https://www.runninghub.cn/call-api/api-detail/2030226215631405057
rhart-video/wan-2.2/text-to-image-lora,2034550762903961601,wan-2.2/text-to-image-lora,text-to-image,other,,False,not_video,not_in_retained_github_snapshot,2026-05-25 18:45:44,2026-09-21T07:32:17.752170+00:00,https://www.runninghub.cn/call-api/api-detail/2034550762903961601
rhart-video/wan-2.2/text-to-video,2030249347301851137,万相2.2-文生视频,text-to-video,video,,False,excluded_no_2k,not_in_retained_github_snapshot,2026-07-07 21:45:26,2026-09-21T07:32:13.109743+00:00,https://www.runninghub.cn/call-api/api-detail/2030249347301851137
rhart-video/wan2.2/character-motion-transfer,2061660305555243009,万相 2.2 角色动作迁移,video-to-video,video,,False,excluded_no_2k,not_in_retained_github_snapshot,2026-06-30 17:20:51,2026-09-21T07:32:38.410480+00:00,https://www.runninghub.cn/call-api/api-detail/2061660305555243009
seedance-v1-lite/reference-to-video,2014265134358548482,seedance-v1-lite-reference-to-video,reference-to-video,video,720p|480p,False,excluded_no_2k,in_both,2026-08-24 21:11:53,2026-09-21T07:32:01.083042+00:00,https://www.runninghub.cn/call-api/api-detail/2014265134358548482
seedance-v1.5-pro/image-to-video,2014263882631434241,seedance-v1.5-pro-image-to-video,image-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:11:37,2026-09-21T07:32:00.561173+00:00,https://www.runninghub.cn/call-api/api-detail/2014263882631434241
seedance-v1.5-pro/image-to-video-fast,2014264198047289346,seedance-v1.5-pro-image-to-video-fast,image-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:11:44,2026-09-21T07:32:01.006483+00:00,https://www.runninghub.cn/call-api/api-detail/2014264198047289346
seedance-v1.5-pro/text-to-video,2014262901541785601,seedance-v1.5-pro-text-to-video,text-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:11:25,2026-09-21T07:32:00.447066+00:00,https://www.runninghub.cn/call-api/api-detail/2014262901541785601
seedance-v1.5-pro/text-to-video-fast,2014263510567309314,seedance-v1.5-pro-text-to-video-fast,text-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:11:31,2026-09-21T07:32:01.846911+00:00,https://www.runninghub.cn/call-api/api-detail/2014263510567309314
seedream-v4.5/image-to-image,2011758831593648130,seedream-v4.5-图生图,image-to-image,other,2k|4k,False,not_video,in_both,2026-08-26 18:40:22,2026-09-21T07:31:54.606096+00:00,https://www.runninghub.cn/call-api/api-detail/2011758831593648130
seedream-v4.5/text-to-image,2011729237939384321,seedream-v4.5-文生图,text-to-image,other,2k|4k,False,not_video,in_both,2026-08-26 18:40:22,2026-09-21T07:31:51.448884+00:00,https://www.runninghub.cn/call-api/api-detail/2011729237939384321
seedream-v4/image-to-image,2013062293031809026,seedream-v4-图生图,image-to-image,other,1k|2k|4k,False,not_video,in_both,2026-08-24 21:09:57,2026-09-21T07:31:58.441672+00:00,https://www.runninghub.cn/call-api/api-detail/2013062293031809026
seedream-v4/text-to-image,2013061949732220929,seedream-v4-文生图,text-to-image,other,1k|2k|4k,False,not_video,in_both,2026-08-24 21:10:05,2026-09-21T07:31:58.114514+00:00,https://www.runninghub.cn/call-api/api-detail/2013061949732220929
seedream-v5-lite/image-to-image,2026215209183760386,seedream-v5-lite-图生图,image-to-image,other,2k|3k,False,not_video,in_both,2026-08-24 21:09:41,2026-09-21T07:32:09.932875+00:00,https://www.runninghub.cn/call-api/api-detail/2026215209183760386
seedream-v5-lite/text-to-image,2026214940576337921,seedream-v5-lite-文生图,text-to-image,other,2k|3k,False,not_video,in_both,2026-08-24 21:09:50,2026-09-21T07:32:09.686409+00:00,https://www.runninghub.cn/call-api/api-detail/2026214940576337921
seedream-v5-pro/image-to-image,2133000000000504074,seedream-v5-pro-图生图,image-to-image,other,1k|2k,False,not_video,in_both,2026-08-21 17:24:37,2026-09-21T07:32:45.700773+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000504074
seedream-v5-pro/layer-decomposition,2133000000000600005,seedream-v5-pro-图层拆分,image-to-image,other,auto|1k|1.5k|2k,False,not_video,in_both,2026-08-21 17:24:37,2026-09-21T07:32:47.180733+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000600005
seedream-v5-pro/text-to-image,2133000000000504073,seedream-v5-pro-文生图,text-to-image,other,1k|2k,False,not_video,in_both,2026-08-21 17:24:37,2026-09-21T07:32:45.227216+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000504073
skyreels-v4/image-to-video-fast,2051994196535197697,SkyReels V4 图生视频-fast,image-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 14:52:45,2026-09-21T07:32:32.489705+00:00,https://www.runninghub.cn/call-api/api-detail/2051994196535197697
skyreels-v4/image-to-video-std,2034581230479212547,SkyReels V4 图生视频-std,image-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 14:51:41,2026-09-21T07:32:18.287198+00:00,https://www.runninghub.cn/call-api/api-detail/2034581230479212547
skyreels-v4/omni-reference-fast,2052238943728254977,SkyReels V4 Omni 参考视频-fast,reference-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 14:51:21,2026-09-21T07:32:32.808023+00:00,https://www.runninghub.cn/call-api/api-detail/2052238943728254977
skyreels-v4/omni-reference-std,2034581230479212552,SkyReels V4 Omni 参考视频-std,reference-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 14:52:28,2026-09-21T07:32:18.284525+00:00,https://www.runninghub.cn/call-api/api-detail/2034581230479212552
skyreels-v4/text-to-video-fast,2051992463616557057,SkyReels V4 文生视频-fast,text-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 14:52:37,2026-09-21T07:32:32.274517+00:00,https://www.runninghub.cn/call-api/api-detail/2051992463616557057
skyreels-v4/text-to-video-std,2034161609456504835,SkyReels V4 文生视频-std,text-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 14:51:30,2026-09-21T07:32:15.613698+00:00,https://www.runninghub.cn/call-api/api-detail/2034161609456504835
vidu/image-to-video-q2-pro,2013834337629589505,Vidu-图生视频-q2-pro,image-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:12:09,2026-09-21T07:31:59.906340+00:00,https://www.runninghub.cn/call-api/api-detail/2013834337629589505
vidu/image-to-video-q2-pro-fast,2018603399320506370,Vidu-图生视频-q2-pro-fast,image-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:09:07,2026-09-21T07:32:02.655665+00:00,https://www.runninghub.cn/call-api/api-detail/2018603399320506370
vidu/image-to-video-q2-turbo,2013835030981595138,Vidu-图生视频-q2-turbo,image-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:11:54,2026-09-21T07:32:00.020749+00:00,https://www.runninghub.cn/call-api/api-detail/2013835030981595138
vidu/image-to-video-q3-pro,2017174622010937346,Vidu-图生视频-q3-pro,image-to-video,video,360p|540p|720p|1080p|2k,True,required_media,in_both,2026-07-25 13:11:09,2026-09-21T07:32:02.134140+00:00,https://www.runninghub.cn/call-api/api-detail/2017174622010937346
vidu/image-to-video-q3-turbo,2019676917055426562,Vidu-图生视频-q3-turbo,image-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:09:53,2026-09-21T07:32:08.078990+00:00,https://www.runninghub.cn/call-api/api-detail/2019676917055426562
vidu/reference-to-video-q2,2013851110357684225,Vidu-参考生视频-q2,reference-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:11:39,2026-09-21T07:32:00.023330+00:00,https://www.runninghub.cn/call-api/api-detail/2013851110357684225
vidu/reference-to-video-q2-pro,2016409516394209282,Vidu-参考生视频-q2-pro,reference-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:11:24,2026-09-21T07:32:01.564345+00:00,https://www.runninghub.cn/call-api/api-detail/2016409516394209282
vidu/reference-to-video-q3,2031354034474311687,Vidu-参考生视频-q3,reference-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:12:39,2026-09-21T07:32:14.125323+00:00,https://www.runninghub.cn/call-api/api-detail/2031354034474311687
vidu/reference-to-video-q3-ad,2062355473145098242,Vidu-参考生视频-q3-ad,reference-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-07-27 20:00:19,2026-09-21T07:32:38.474627+00:00,https://www.runninghub.cn/call-api/api-detail/2062355473145098242
vidu/reference-to-video-q3-drama,2067434651888427009,Vidu-参考生视频-q3-drama,reference-to-video,video,1080p,False,excluded_no_2k,in_both,2026-07-25 13:13:39,2026-09-21T07:32:39.553483+00:00,https://www.runninghub.cn/call-api/api-detail/2067434651888427009
vidu/reference-to-video-q3-mix,2039255701421088770,Vidu-参考生视频-q3-mix,reference-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-07-27 19:59:57,2026-09-21T07:32:22.378790+00:00,https://www.runninghub.cn/call-api/api-detail/2039255701421088770
vidu/short-play-q3-ad,2069011813997244418,Vidu Q3 Ad 短剧成片,video-tools,video,1080p,False,excluded_no_2k,in_both,2026-07-25 13:14:09,2026-09-21T07:32:40.133142+00:00,https://www.runninghub.cn/call-api/api-detail/2069011813997244418
vidu/short-play-q3-drama,2133000000000504037,Vidu Q3 Drama 短剧成片,video-tools,video,1080p,False,excluded_no_2k,in_both,2026-07-25 13:13:54,2026-09-21T07:32:42.526214+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000504037
vidu/start-end-to-video-q2-pro,2011680028485824514,Vidu-首尾帧生视频-q2-pro,image-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:12:54,2026-09-21T07:31:50.889134+00:00,https://www.runninghub.cn/call-api/api-detail/2011680028485824514
vidu/start-end-to-video-q2-pro-fast,2018603743257628674,Vidu-首尾帧生视频-q2-pro-fast,image-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:13:09,2026-09-21T07:32:03.242806+00:00,https://www.runninghub.cn/call-api/api-detail/2018603743257628674
vidu/start-end-to-video-q2-turbo,2011680658176684034,Vidu-首尾帧生视频-q2-turbo,image-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:12:24,2026-09-21T07:31:51.466927+00:00,https://www.runninghub.cn/call-api/api-detail/2011680658176684034
vidu/start-end-to-video-q3-pro,2019687963136692226,Vidu-首尾帧生视频-q3-pro,image-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:10:08,2026-09-21T07:32:08.615800+00:00,https://www.runninghub.cn/call-api/api-detail/2019687963136692226
vidu/start-end-to-video-q3-turbo,2019677753793908737,Vidu-首尾帧生视频-q3-turbo,image-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:09:23,2026-09-21T07:32:08.268583+00:00,https://www.runninghub.cn/call-api/api-detail/2019677753793908737
vidu/text-to-video,2011646882759389186,Vidu-文生视频-q2,text-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:10:53,2026-09-21T07:31:50.880086+00:00,https://www.runninghub.cn/call-api/api-detail/2011646882759389186
vidu/text-to-video-q3-pro,2017148354741735426,Vidu-文生视频-q3-pro,text-to-video,video,360p|540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:10:38,2026-09-21T07:32:02.258103+00:00,https://www.runninghub.cn/call-api/api-detail/2017148354741735426
vidu/text-to-video-q3-turbo,2019675673893081089,Vidu-文生视频-q3-turbo,text-to-video,video,540p|720p|1080p,False,excluded_no_2k,in_both,2026-07-25 13:09:38,2026-09-21T07:32:08.074672+00:00,https://www.runninghub.cn/call-api/api-detail/2019675673893081089
volc-enhance-fast/video,2133100000000800374,火山画质增强-极速版,video-tools,video,240p|360p|480p|540p|720p|1080p|2k|4k,True,upscaler,not_in_retained_github_snapshot,2026-09-16 14:41:39,2026-09-21T07:32:58.212572+00:00,https://www.runninghub.cn/call-api/api-detail/2133100000000800374
volc-enhance-generative/video,2133100000000800372,火山画质增强-大模型版,video-tools,video,720p|1080p|2k,True,upscaler,not_in_retained_github_snapshot,2026-09-16 14:41:46,2026-09-21T07:32:57.294863+00:00,https://www.runninghub.cn/call-api/api-detail/2133100000000800372
