endpoint,sku_id,name,category,output_type,resolutions,explicit_2k,classification,presence,upstream_updated_at,retrieved_at,source_url
alibaba/happyhorse-1.0/image-to-video,2046514150500524037,happyhorse-1.0/image-to-video,image-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:07:15,2026-09-21T07:32:29.714391+00:00,https://www.runninghub.cn/call-api/api-detail/2046514150500524037
alibaba/happyhorse-1.0/reference-to-video,2048623940504719363,happyhorse-1.0/reference-to-video,reference-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:07:02,2026-09-21T07:32:31.164650+00:00,https://www.runninghub.cn/call-api/api-detail/2048623940504719363
alibaba/happyhorse-1.0/text-to-video,2046514150500524036,happyhorse-1.0/text-to-video,text-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:07:24,2026-09-21T07:32:29.436971+00:00,https://www.runninghub.cn/call-api/api-detail/2046514150500524036
alibaba/happyhorse-1.0/video-edit,2048623940504719364,happyhorse-1.0/video-edit,video-edit,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:06:52,2026-09-21T07:32:31.369173+00:00,https://www.runninghub.cn/call-api/api-detail/2048623940504719364
alibaba/happyhorse-1.1/image-to-video,2132764885651525692,happyhorse-1.1/image-to-video,image-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:05:44,2026-09-21T07:32:42.199241+00:00,https://www.runninghub.cn/call-api/api-detail/2132764885651525692
alibaba/happyhorse-1.1/reference-to-video,2132764885651525693,happyhorse-1.1/reference-to-video,reference-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:05:37,2026-09-21T07:32:42.381343+00:00,https://www.runninghub.cn/call-api/api-detail/2132764885651525693
alibaba/happyhorse-1.1/text-to-video,2132764885651525691,happyhorse-1.1/text-to-video,text-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-08-24 21:06:34,2026-09-21T07:32:41.981758+00:00,https://www.runninghub.cn/call-api/api-detail/2132764885651525691
alibaba/qwen-image-2.0-pro/image-edit,2031354034474311685,千问2.0Pro-图像编辑,image-to-image,other,,False,not_video,in_both,2026-08-24 21:02:29,2026-09-21T07:32:13.681194+00:00,https://www.runninghub.cn/call-api/api-detail/2031354034474311685
alibaba/qwen-image-2.0-pro/text-to-image,2032764885651525634,千问2.0Pro-文生图,text-to-image,other,,False,not_video,in_both,2026-08-24 21:02:09,2026-09-21T07:32:14.674688+00:00,https://www.runninghub.cn/call-api/api-detail/2032764885651525634
alibaba/qwen-image-2.0/image-edit,2031354034474311686,千问2.0-图像编辑,image-to-image,other,,False,not_video,in_both,2026-08-24 21:02:19,2026-09-21T07:32:14.005417+00:00,https://www.runninghub.cn/call-api/api-detail/2031354034474311686
alibaba/qwen-image-2.0/text-to-image,2032764885651525635,千问2.0-文生图,text-to-image,other,,False,not_video,in_both,2026-08-24 21:02:00,2026-09-21T07:32:15.669400+00:00,https://www.runninghub.cn/call-api/api-detail/2032764885651525635
alibaba/qwen-image-3.0-pro/image-edit,2133100000000700015,千问3.0Pro-图像编辑,image-to-image,other,,False,not_video,in_both,2026-09-08 13:57:46,2026-09-21T07:32:52.512742+00:00,https://www.runninghub.cn/call-api/api-detail/2133100000000700015
alibaba/qwen-image-3.0-pro/text-to-image,2133100000000700014,千问3.0Pro-文生图,text-to-image,other,,False,not_video,in_both,2026-09-08 13:57:27,2026-09-21T07:32:51.978925+00:00,https://www.runninghub.cn/call-api/api-detail/2133100000000700014
alibaba/qwen-image-3.0/image-edit,2133000000000504078,千问3.0-图像编辑,image-to-image,other,,False,not_video,in_both,2026-09-08 13:57:09,2026-09-21T07:32:46.300857+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000504078
alibaba/qwen-image-3.0/text-to-image,2133000000000504077,千问3.0-文生图,text-to-image,other,,False,not_video,in_both,2026-09-08 13:56:31,2026-09-21T07:32:46.907717+00:00,https://www.runninghub.cn/call-api/api-detail/2133000000000504077
alibaba/qwen3-tts-flash,2133100000000700016,千问3-语音合成-Flash,text-to-audio,other,,False,not_video,in_both,2026-09-08 13:58:01,2026-09-21T07:32:52.618523+00:00,https://www.runninghub.cn/call-api/api-detail/2133100000000700016
alibaba/qwen3-tts-instruct-flash,2133100000000700017,千问3-语音合成-Instruct-Flash,text-to-audio,other,,False,not_video,in_both,2026-09-08 13:58:26,2026-09-21T07:32:52.899908+00:00,https://www.runninghub.cn/call-api/api-detail/2133100000000700017
alibaba/wan-2.5-preview/image-to-image,2042415417236176901,万相2.5 Preview 图生图,image-to-image,other,,False,not_video,in_both,2026-09-11 16:18:03,2026-09-21T07:32:29.144990+00:00,https://www.runninghub.cn/call-api/api-detail/2042415417236176901
alibaba/wan-2.5-preview/image-to-video,2042415417236176899,万相2.5 Preview 图生视频,image-to-video,video,480p|720p|1080p,False,excluded_no_2k,in_both,2026-09-11 16:25:37,2026-09-21T07:32:28.572138+00:00,https://www.runninghub.cn/call-api/api-detail/2042415417236176899
alibaba/wan-2.5-preview/text-to-image,2042415417236176900,万相2.5 Preview 文生图,text-to-image,other,,False,not_video,in_both,2026-09-11 16:25:29,2026-09-21T07:32:28.864593+00:00,https://www.runninghub.cn/call-api/api-detail/2042415417236176900
alibaba/wan-2.5-preview/text-to-video,2042415417236176898,万相2.5 Preview 文生视频,text-to-video,video,,False,excluded_no_2k,in_both,2026-09-11 16:25:48,2026-09-21T07:32:28.282409+00:00,https://www.runninghub.cn/call-api/api-detail/2042415417236176898
alibaba/wan-2.6/image-to-video,2011327434521391105,万相2.6-图生视频,image-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-09-11 16:44:50,2026-09-21T07:31:51.686197+00:00,https://www.runninghub.cn/call-api/api-detail/2011327434521391105
alibaba/wan-2.6/image-to-video-flash,2013140888253165569,万相2.6-图生视频Flash,image-to-video,video,720p|1080p,False,excluded_no_2k,in_both,2026-09-11 16:44:40,2026-09-21T07:31:59.480043+00:00,https://www.runninghub.cn/call-api/api-detail/2013140888253165569
alibaba/wan-2.6/reference-to-video,2028793089092763649,万相2.6-参考生视频,image-to-video,video,,False,excluded_no_2k,in_both,2026-09-11 16:44:17,2026-09-21T07:32:12.511356+00:00,https://www.runninghub.cn/call-api/api-detail/2028793089092763649
alibaba/wan-2.6/reference-to-video-flash,2028768183504355329,万相2.6-参考生视频Flash,image-to-video,video,,False,excluded_no_2k,in_both,2026-09-11 16:44:28,2026-09-21T07:32:12.320026+00:00,https://www.runninghub.cn/call-api/api-detail/2028768183504355329
alibaba/wan-2.6/text-to-video,2011281240097107969,万相2.6-文生视频,text-to-video,video,1280*720|720*1280|1920*1080|1080*1920,False,excluded_no_2k,in_both,2026-09-11 16:45:04,2026-09-21T07:31:49.701069+00:00,https://www.runninghub.cn/call-api/api-detail/2011281240097107969
alibaba/wan-2.7/image-edit,2039648613636050946,万相2.7-图像编辑,image-tools,other,,False,not_video,in_both,2026-09-11 16:48:13,2026-09-21T07:32:24.783418+00:00,https://www.runninghub.cn/call-api/api-detail/2039648613636050946
alibaba/wan-2.7/image-edit-pro,2039648613636050947,万相2.7-图像编辑Pro,image-tools,other,,False,not_video,in_both,2026-09-11 16:48:05,2026-09-21T07:32:25.261398+00:00,https://www.runninghub.cn/call-api/api-detail/2039648613636050947
alibaba/wan-2.7/image-to-video,2039618329897144322,万相2.7-图生视频,image-to-video,video,720P|1080P,False,excluded_no_2k,in_both,2026-09-11 16:47:05,2026-09-21T07:32:29.420719+00:00,https://www.runninghub.cn/call-api/api-detail/2039618329897144322
alibaba/wan-2.7/reference-to-video,2039648613636050945,万相2.7-参考生视频,reference-to-video,video,720P|1080P,False,excluded_no_2k,in_both,2026-09-11 16:45:50,2026-09-21T07:32:24.716799+00:00,https://www.runninghub.cn/call-api/api-detail/2039648613636050945
alibaba/wan-2.7/text-to-image,2039648613636050948,万相2.7-文生图,text-to-image,other,,False,not_video,in_both,2026-09-11 16:47:50,2026-09-21T07:32:25.311882+00:00,https://www.runninghub.cn/call-api/api-detail/2039648613636050948
alibaba/wan-2.7/text-to-image-pro,2039648613636050949,万相2.7-文生图Pro,text-to-image,other,,False,not_video,in_both,2026-09-11 16:47:40,2026-09-21T07:32:25.878753+00:00,https://www.runninghub.cn/call-api/api-detail/2039648613636050949
alibaba/wan-2.7/text-to-video,2039544460993695745,万相2.7-文生视频,text-to-video,video,720P|1080P,False,excluded_no_2k,in_both,2026-09-11 16:46:32,2026-09-21T07:32:22.408149+00:00,https://www.runninghub.cn/call-api/api-detail/2039544460993695745
alibaba/wan-2.7/video-edit,2040031546192461825,万相2.7-视频编辑,video-edit,video,720P|1080P,False,excluded_no_2k,in_both,2026-09-11 16:45:31,2026-09-21T07:32:27.159626+00:00,https://www.runninghub.cn/call-api/api-detail/2040031546192461825
